,letter,year
pw217,19th oct 1917 palm read may david 18 manor road beckenham dear david letter no.21 though think could call letter short item news time palm read one temporary girl splendid hear thought would test view offer service bazaar work mr maconachie tell love affair one know even mrs mac struck tell say truer man live continent difficulty though would bad clever figure speciality would marry quite soon expect account business quite likely would marry quietly one morning come business afterwards elderly lady live u year would die quite happily always work together shoulder shoulder would thoroughly well match would good post offer abroad something scientific like head large aeroplane work instance would half dressed black around u might one youngster might long extremely happy married life die abroad also mention someone else want marry marry baby daughter see mistake long perfect gentleman though get chance tell like men one exception fairly lose head men confide especially married one help man mind attract though born organiser right place ought detective nurse shall another post offer soon best take shall get large increase though shall willing give help present one help though little think indeed – know existence course enough rubbish get week tomorrow shall pay bill gardening see hat winter hear mr taylor day two probably watford weekend terribly busy goodbye may p.s girl also say five year time thoroughly settle work something go happen know six month time could happen war still go hope true bye girl see spiritual thing look quite normal fact good look work well girl spin yarn like ought fetch lot money talk hard 20 min 1/-,1917
pw218,17th oct 1917 beckenham invitation may david 18 manor rd beckenham dear david much news time spend last night get red jersey hope finish tonight want make cap match finish contribution bazaar thing pour already price article amount £11 £19 give u mostly half-crowns feel get would like reach £100 shall really pleased reach £50 think tell helen boy southsea cousin father house go away visit london rather sanderstead till beginning december lend helen house meantime write mama say folk nerve i.e auntie uncle bad consider fault child letter miserable one wonder hear hubby add one seem want mama write back say could bert bedroom couple bed morning room child would upset helen delight say nerve good get back come round think good thing mama dinner middle day boy keep lively think see chance building bungalow come spring likely spring shall busy business draw money save purpose invest get pound extra shall able sell want mama invest bert money finish affair stop long long hear get wish felt well goodbye may p.s letter esther morning back home get 3 ton coal winter per usual passmore worry say close shop david see last night write send 4 oyleys receive india part wedding present sell stall,1917
pw219,15th oct 1917 pulpit joke may david 5 moorgate st e.c monday 16 th dear david maud leave last saturday go lunch aldermanbury walk london bridge take train denmark hill london bridge come dark rain felt disappointed however brighten arrive d. hill go photographer go thro wretched performance seem gloomy sort photographer almost greet word eye dark difficult take feel hopeful result go shop clapham finally arrive balham tea maud look young do year lively tea time maud leave awfully funny mrs mr day get one another mean irritable way laugh wink mrs day give enough make split suppressed laughter get nicely i.e laughter would permit jersey make bazaar quite half finish morning come away huge bundle good 56 include 6 pair sock mrs taylor mrs day make various mat table centre table cloth also thing mr capel go chapel yesterday morning saw choir master physical jerk minister make laugh several time actually make joke pulpit smile plainly mean joke good one rate take cheerful think correct view religion censor censor must tell – sunday morning dress mr chat hour suddenly start fresh subject thus grandfather christmas sound funny talk brother alf make mistake girl boy first bear mind boy eldest like girl stop two family mistake get spoil must go more. tell would go order finally finish talk say know come live rate would like live next door. quite serious whole time altogether enjoyable humorous weekend come away morning 9 something mrs taylor saw tram second raffle one men super winner pleased decent sort much worry one pet abomination – humphries stop long write soon may p.s rush end day go without nothing add except proof photo come morning think flatter write man proceed,1917
pw220,12th oct 1917 bazaar good may david beckenham 13 th dear david arrange call dressmaker last night come away new garment morning dress glory really alright soft grey trim black velvet bright day tomorrow maud help drag along might tempt photograph photo turn tolerably well might tempt send copy busy morning extra busy try scrimmage time price bazaar good stow strong room morning bring water colour thames past richmond do uncle one ethel girl give u good picture hang know price yet expect raffle raffle another table cloth monday beauty ethel far 29 name give spend saturday afternoon maud go balham stay weekend mrs taylor mama much good time finish letter yesterday try tho desperately busy morning bazaar thing stow strong room yesterday price £4.11.3 turn awfully wet get bit drenched go home – bad best coat glory new frock reach home find parcel connie contain two dress child price 15/- dressing jacket price arrive morning saw mr maconachie give parcel contain several baby bonnet one particular perfect gem work white silk guarantee set one longing various thing also 5/- mrs english people good help get tremendous everyone delighted thing u rather blinded soldier sailor must stop long want get finish bye bye dismal day rain occasionally unless change considerably good think photographer shop write monday goodbye may,1917
pw221,12th oct 1917 tin meat david ginger holzminden oct 12th 1917 postcard letter aug 8th 15th 15th quickly home also oct 9th receive welcome parcel harrod suppose mr charrington red cross berne send bread thank much indeed good regard want tin meat without vegetable pack food generally sugar saccharine tin butter similar thing best cook thing everything must pack strong cardboard wooden box believe american express co. make forward parcel get hit round head shoulder seriously shell break left ear drum tell left ear useless otherwise quite alright note move everything forward write often david,1917
pw222,10th oct 1917 bungalow plan may david 18 manor rd beckenham wednesday dear david last night letter date 22 nd sept. quick work glad get give a/c capture make light wound sound though feel bad censor left side hurt think along lie side course mean something soft sorry sake deaf one side sound horribly selfish fact think would good thing always bit deaf speak little louder would good throat speak quietly badly sheer laziness would good turn make speak louder sometimes say word dismal deaf old post eccles sake exercise voice copy good deal almost letter yesterday send mrs taylor write letter cross pleased ask football clothes also parcel reach expect see saturday morning call batsfords book list get today post last night call dressmaker rather dark come away imagine nervous – ever felt nervous think build way except selfish old crock like esteemed aunt hubby word jack yet think good deal bungalow lately remember say back room would kitchen scullery combine well small middle room make kitchen scullery combine want place big enough cook wash back room make meal room camp bedstead arrangement could roll stand one corner want make bed anyone extra could easily would leave u three bedroom upstairs think must stop longer busy goodbye may p.s miss willsher come yesterday bring miniature rock garden alpine plant grand novelty minute buy money send thanks,1917
pw223,8th oct 1917 wonderful surgery story may david 18 manor road beckenham kent monday dear david saturday call dressmaker arrange actually go get dress finish thursday record go home busy rest day mama heaps well busy make flanelette nothing like work dump get three book yet hope make feel well study anxious know engineering book river canal suit yesterday turn wet cold pass thunderstorm miss bradfield turn sit fire read talk seem wintry enough christmas wonder sort christmas would hope get little bit cheer last yea quiet christmas enjoyable like year certainly seem possibility repeat must tell wonderful piece surgery hear perform german doctor one tommies germany jaw part blow away doctor take rib make new jaw get alright mrs. day tell expect get news hospital often go spend enjoyable afternoon listen dreadful case say german surgeon clever well hope doctor heal alright sleep always imagine head bad ache dreadfully fun morning ethel make tea cloth bazaar value two guinea raffle bring 62/- go temporary girl stop long busy month expect another letter week goodbye may,1917
pw224,6th oct 1917 place safety may david office 6 10 dear david change plan afternoon maud dressmaker see funeral moon next week mean wait till next saturday afternoon go dressmaker sydenham afternoon instead look shabby word maud shopping see dressmaker shall hurry home busy mama blue week scarcely do work suddenly hear mac miss bradfield come tomorrow shall buck thank goodness mama good letter muriel morning ask news say write long letter recently ethel buy lot flannelette today ask mama make nightie poor woman know mama good nothing like work wonder every night blue day guess wonder wound good conclude never go well rate get tell office divide section raid warning come go special place safety actuary head section whole time downstairs chat affably make distinction wait till all-clear whistle go never assume air somehow wrap different atmosphere round walk one would dare speak would think speak anyone strange folk alter without actually look different could understand case uniform especially good one remind hope receive clothes must look delapidated especially bandage head french tommy cap might call limit stop longer want leave early goodbye write next week may,1917
pw225,6th oct 1917 woolley waistcoat david may holzminden october 6th 1917 dearest get letter september 12th last today please write often letter everything also want photo leave mine valise get lose want another delight another woolley waistcoat leave mine dugout go thing enclose letter campbell lady shippard mum address mrs. walker 25 kidmore road caversham read please forward give detail read care rather gruesome thanks go mum cox etc good thanks send book expect shall get soon could get laxton builder price book batsford estimate last bookcase also follow everyman library carlyle french revolution lockharts life napoleon irvings life mahomet macaulays history england essay send list batsfords everyman wayfarer library ear left one well discharge stop fact doctor stop dress merely keep observation case suppose relapse get hydrophobia something anyway alright except good hear purpose arrangement holiday seem unsatisfactory sorry never mind good time get home anyway hope good holiday eventually glad chief pleased girl letter maud today nice one muriel maconachie please thank ask write although reply muriel say nice strong enough something also take man place office must remind later please congratulate maud start business although know come across 6 7 officer regiment capture 1914 awfully good still dream dream one night awfully real tell later goodbye david,1917
pw226,4th oct 1917 bit excitement may david beckenham dear david yesterday afternoon little bit excitement office old temporary gentleman accountant dept fit two temporary girl handy knew first aid best come ask first aid book go outside room read treatment time study go back poor old soul get well – fortunately one office clerk put good thing bazaar say sister hold stall one year sell lot second hand novel chiefly 7d edition give get money rest stall yesterday put notice notice board result already several book good one promised particular clerk son schoolboy make u model aeroplane foot long look alright far tell saturday go shop maud go buy hat boot forget rest shall buy dress take dressmaker want stay night shall nice letter mr taylor morning also want weekend go shall busy think maud slip time evening ask conscience moreover get frivolous dress come morning break say one relation write ask get play business write back indignantly say hard work live busy world get well learn lot tell get fold policy put envelope gather tone advanced work bless heart son one general manager gayford marry last tuesday afternoon gayford foot go ceremony hampstead clerk come talk time ask go calmly answer suppose never budge perhaps think ceremony would wait wait long bridegroom day leave helen child go southsea stay relation uncle helen hear jack nearly two month get worried must leave goodbye day may,1917
pw227,3rd oct 1917 item news may david office 1 moorgate st e.c dear david nice little item news hearing insurance company rather one go back original short hour tackle mr lutt yesterday subject could anything matter say would put general manager promptly say would give way keep long hour however hour later notice say could leave notice compromise appreciate apply girl form good proportion staff guess secretary tough job get much u course shall get amount work hence able write long letter however expect short frequent suit well nothing else tell goodbye may p.s enclose another snapshot face visible think best one visible esther nathalie mary,1917
pw228,3rd oct 1917 send parcel fanny ethel balham oct 3 1917 darling ethel receive letter morning polly receive night receive card david say receive first letter card date 4 september say ear otherwise well pleased send parcel food frequently order american express agent 10 aug tell would get fortnight time thinking would get soon go order another 4 parcel go red cross prisoner war 18 aug. order one send get one continue send every week send home two last week soon aunt bessie heard send good parcel food get frequently go american express tell receive parcel assure get first tell send get good parcel get send home auntie bessie send get do tin send cloth ask last card sleeping bag blanket sewn get send do spar nothing satisfy wound write red cross switzerland ask let know reply monday evening david card send letter card wound shell head neck back seriously left ear also injured cause deaf side every card complain ear move another camp 21 hour journey address lieut h tayl,1917
pw229,2nd oct 1917 maud spirit may david office 2 10 dear david time finish yesterday letter – hindrance permit enclose another rough snapshot promise well one later blink time get bit thinner letter mark 6 3rd 4th receive first third go astray know refer 2nd 4th 13th 14th tullie thomson another son go try go south coast holiday likely hastings bexhill get place full till christmas far make seem lot low class time life receive excellent wage go galore buying expensive clothes maud spirit sky-high help mr. bishop turn policy number etc. happy feel learn tremendous lot business simple-mindedness refreshing remind book reading enjoy tell finish stop long goodbye write day two may,1917
pw230,1st oct 1917 bazaar gift may david office 1 10 dear david back desperately busy world know like surprise everyone return home littlehampton wednesday nothing wrong get feed bedroom let esther move previous wednesday week want turn small one make mama excuse spending last day besides feel quite well place cold weather agree real reason time get miss also mrs. taylor seem right holiday without would rather work child dear little soul well behave take much desert mother esther felt oust awfully sorry though come away write nice letter david s. make wild esther letter second tuesday read u say give love mabel pause moment read guess felt bit hurt ignore ever get say thing complimentary silly fool mean anything mischief make way esther jealously fond child thursday morning letter new address say receive first glad hear send three book several week ago get mama save account battle mrs. taylor get lot back newspaper send parcel galore think help keep spirit certainly full life course directly dinner thursday go see take letter watford holiday say miss much wish promise spend another holiday apart good hug good time together beatie bulford make lot thing bazaar – cover box pretty wall paper do beautifully also give charm thing say want write thank yet today could carry gift away one go one ethel men paint table centre white satin price £2.2.0 elderly lady paint picture look well find 6 small picture desk morning mrs. taylor mrs. day knit 6 pair sock maud pop felt miserable work last week think would leave think chief clerk frighten bark bit work thoroughly enjoy talk like mother crumple however feel well afraid rather faint- hearted ern worthing like place seaside resort country lovely back talk retire war could think leave mrs. capel much good send gift bazaar also quite exciting see thing pour must stop fortnight back work write day two hope ear hurt much may enclose another photo,1917
pw231,23rd sept 1917 strenuous holiday may david 17 south terrace littlehampton sunday dear david week expect write day three child keep auntie well employed evening good deal mend etc esther supper bed breakfast get strenuous day commences one day big castle sand child funny difficult keep straight face often instance middle meal young suddenly remembers grace put hand together jumble something two soon get tire say a-h-men commence finish lord stop war quick send father here. day one say lord dot mouth full wait minute two wait save time say prayer table young empty content mouth plate david come today officer chief bachelor highly amuse child weather fresh bracing feel good change big change live baby world two wet afternoon week set two eldest page alphabet quicker writer mary finish told feel magic coat pocket find beautiful green bead necklace buck madeleine find yellow bead necklace course nathalie find one also find hair ribbon small look glass although watch closely often feel pocket never detect put anything suppose friendly fairy godmother reward good child letter mr taylor morning come write watford enjoy favourite aunt well day heard maud put another section marine fire dept say afraid business capability good think would near mr bishop work committee room 2 3 girl enclose one old snapshot write send another next week must write maud do since promise would believe hump longing hear goodbye may dear david pleasure able drop line hope feel well shall home soon well enjoyable week mabel u get hand absolutely splendid child might use life wish enjoy company well go make ideal wife get time go give lesson cooking perfect course word expect cook really know understate capability however talk propensity care child wonderful like tell space limit good luck warm remembrance esth,1917
pw232,22nd sept 1917 full doctor david may holzminden september 22nd 1917 dearest get 3rd letter 20th 15th mighty glad get people home evidently tell lot rubbish write often like much like glad campbell write also glad saw post card letter july 14th give sort description happen two sergeant get back dugout shell burst behind assist forcibly three u land considerably tangle sort find bleed one two place left side head neck also deaf later get knock hit another shell shook considerably manage reach dugout make remember much minute place surround give two day whilst bath find clothes stick shoulder back knee fellow point 2 3 small place back none felt seem fill bit like rabbit full shot two day piece wood take top ear another piece something neck know whether hit bit shell bit stuff throw around anyway nothing much regard ear left one glad say today doctor say discharge stop english doctor examine say drum pretty thoroughly smash shall deaf side always 6th doctor say know good – wrong get alright time luckily enough although bit wood go right lobe ear heal leave noticeable mark would mind send macaulay history england essay lambs essay elia froude historical essay everyman library may send publisher also please send list everyman wayfarer library new camp library yet book scarce look forward send technical book ask french suffer another check frenchman however allow walk give parole twice two hour time simply glorious get like go country walk country around good unlike sussex down rather wooded camp middle sort basin surround hill distance 2 3 mile get mum first letter today two also letter ethel date august 15th send berne enclose one wish would forward whilst karlsruhe find one teeth go dentist available stop find 3 others want spend quite pleasant time together finally plate crack old place take impression put right splendid way pass time one two good time doctor get swallow water syringe ear time hold nose puff air one nostrel feel though head turn balloon ready prick bust think do letter seem full doctor disease well shut hope mrs. muggridge well last letter say bright write often – know look forward letter long time seem one see imagine thing ever letter help tremendously save get france although take away several time time manage get back get rather wear goodbye david note new add,1917
pw233,22nd sept 1917 tin meat fish milk david ginger holzminden sept 22 nd 1917 card dear ginger get letter aug 15 th today quickly home thank much offer send thing tinned meat fish milk jam tin biscuit sugar saccharine tin butter etc thing want quaker oat badly hit everything heal except left ear tell shall deaf side write letter enclose one home move thing forward may write 2 letter 6 card month write often possible limit number may receive parcel pack box wood cardboard 11 lb send american express co. certain restriction apply thing food david david ginger holzminden sept 22 nd 1917 letter dear ginger get letter aug 15 th today quickly home move letter forward karlsruhe badly hit trench two sergeant get back dugout shell burst behind assist forcibly three u land pretty well mixed sort find bleed one two place left side head neck also deaf later get knock hit another shell one shook considerably however manage get dugout make remember much minute place surround give two day whilst bath find clothes stick shoulder back knee fellow point 2 3 small place back none felt know hit bit shell stuff throw two day small piece wood take lobe ear something else neck none thing much however doctor tell drum ear pretty thoroughly smash shall deaf side course side still work alright thank much offer send thing shall awfully glad tin meat fish milk biscuit tin fruit jam quaker oat like thing would like sure pack wooden stout cardboard get knock good deal send saccharine sugar welcome hope good time lake like hear often possible david,1917
pw234,16th sept 1917 littlehampton holiday may david 17 south terrace littlehampton sunday 16 th sept dear david put back father time one hour know think well write sound tho make makeshift well get away saturday maud saw station fact watch go train ¾ hour late esther child walk front wait house front east end littlehampton well river end weather fine fresh guess shall good change bedroom 2 bed mary one mary wake early morning spend time try climb wall mean pattern wall paper pattern gaudy somewhat raise mary succeed esther pick child already look bonny except perhaps madeleine look bad david come last night go back tonight look remarkably well brown berry suppose take two snapshot know say take unmounted photo people send germany esther say nice thing shall say fear get swelled head poor wound get get hurt perhaps tell shot ear want nurse ern go worthing saturday wish go time seem get everything want world receive three educational book yet suit lordship bishop tell maud think go transfer foreign fire dept wonder whether kick feel quite business woman tell saturday glad first week dream headache work far make chiefly consist address envelope stamp circular bungalow littlehampton beach consist stretch sand sand surface tea today walk rustington – mile half away go garden city one day already artistic board notify fact think must put several year ago also huge roof probably house underneath investigate esther go finish letter try make believe duty marry poor goodbye may dear david lovely mabel shall look look bonny girl today might week see rosy cheek bit difficulty get eat today get david hope fee well look forward safe return make home little girl live happily ever kind remembrance u esth,1917
pw235,12th sept 1917 enterprise club may david 18 manor road beckenham kent 12 9 dear david intend write to-day must tell one early temporary girl get enterprise club turn trump month put work accident dept men never think could do woman strange say beat record yesterday g.m sent make various inquiry girl finally say think get transferred girl back find girl could certain work alright war large department – instead 18 30 would whether work room finish say would bring u pear walk far queen st. yesterday maud excited tell get splendidly yesterday afternoon allow sit side bishop call back work instead address envelope put rubber stamp paper although say along go let anyone know know yet tell bishop school lose mother tell capable high work tell morning think maud go great asset maud almost worship rather tall well cover sleek black hair wave end length would give military authority half dozen blue-canary-fits straight curate-ish appearance colourless moist face really alright quite decent sort bring little coat cap morning show girl think ought sell £1.1.0 declare love cost 8/- make shall busy rest week go away saturday expect next time write littlehampton maud make nice pair sock mrs taylor go send yet get finish old one first goodbye hope get alright may,1917
pw236,12th sept 1917 train holzminden david may holzminden september 12th 1917 dear sunday great glorious thing happen – first letter arrive next day second come together one mum godwin imagine excited glad get letter worry long would hear tell lot rubbish home write often much like anything like course everything censor end write often letter one joy life awfully good go balham know must cheer mum lot sorry mr muggridge seem well — hope get well soon know fall back glad know last go holiday hope away could send book book civil engineering one illustrate deal fairly small work particularly work water foundation wharf dock bridge dam breakwater etc also one builder office routine corse co. theobalds road opposite bedford row sell one get good one duty clerk work one duty builder foreman give title batsford co. opposite holborn music hall give want please get money mum repeat thank much offer german dictionary think get see address move luckily letter etc sent karlsruhe forward letter come take away read re-read know practically heart see look forward much get time expect hear grand think know time felt cheek try long time seem though anyway glad hear even first letter yet leave karlsruhe monday train journey 21 hour arrive camp rather fine position practically surround hill distance 2 3 mile really fine view unfortunately absolutely new camp first thing yet run doubt later ear discharge still go think slightly well yet see doctor think tomorrow like many dream future happy one know come true write mum usual please forward believe account capture one paper probably daily mail wish would save would probably publish july 12th 13th nearly time light must get bed – well know glad letter want photo goodbye david,1917
pw237,11th sept 1917 littlehampton train may david 18 manor road beckenham kent 11 9 17 dear david short letter tell send book morning builder foreman -/6 clerk work g. metson river canal engineering bellasis take half hour chase batsfords permit send promise despatch man seem understand building book know little engineering work look pile mostly 30/- per volume know whether want pay much find engineering bock give wharf dock bridge tunnel sewer dam breakwater one book seem mostly separate volume get book write let know next subject would like price go last night following letter come david smith 21 york rd littlehampton dear mabel address letter esther find good place stay sea front charming portion town come to-day find trouble room filthy go new apartment wed. night return london thursday night esther expect saturday address mrs street 17 south terrace littlehampton love esther look train expect go 1 pm london bridge due littlehampton 3 start letter maud come 11 0 radiantly happy heaven funny go far blackfriar yesterday job keep laugh tom pinch vengeance work man name bishop alright quarrel yet maud seem think perfection worry way home say goodnight want know whether ought wish highly amuse morning two super ground floor work take wing girl well high one fat butter say maud hear super talk mummy mean miss muggridge delete perfect dear maud think keep straight face hear men bye girl nickname mum year ago coincidence look old motherly guess latter make one men apologise morning actually say one girl ought finish work hour mean know new boy tell ——— must get work 0 ethel take maud lunch yesterday restaurant run girl housekeeper enterprise remarkably cheap yet good goodbye may,1917
pw238,10th sept 1917 may 7th letter may david letter 7 18 manor road beckenham kent 10 9 dear david last thursday mr taylor call office 11 go enjoyed call american express co carey st. cox prisoner war committee also dinner enjoy cox go write direct pay go keep book dinner place close take tea sunday full officer girl band play merrily good feed get back till friday maud call see mama lively couple hour maud make mama laugh much terror go business saturday ethel go florrie bullock come back laden garden produce stay home re-trimmed hat front garden darn stocking way one start make child vest bazaar finish make yet wait sunday go balham arm two letter come morning one date 19th aug. give graphic account dress find camp enjoy immensely would like see look rakish possibly imagine fancy piano glad afternoon go book shall feel quite learn get technical work shall go publisher permit send germany know side head bad tantalize believe keep ignorance purposely tease g.m send give basket large pear hold table leg support typist murmur man actually get human mama get much brighter still indulge tear alone nice letter write cherub mother also add one say write home mention son tell help range unasked hope mind think might please letter yesterday post esther littlehampton go sooner go kiddy seem well get anywhere miss last train back eventually find one small bedroom far away room book next 3 week dirty house smelly say stay know go happen david go yesterday get nice room worthing £3 15/- inclusive friend david recommend much cheap one littlehampton term inclusive result go dirty place get something well mr taylor promise go away shall likely visit hastings first come hear say would rather stay home send parcel know shall finally go nice place hope understand write two page shall write frequently maud turn business morning goodbye may,1917
pw239,5th sept 1917 visit mr taylor may david 18 manor road beckenham kent 5 9 dear david line say yesterday morning receive envelope contain pay book letter address cox one address dear mum take balham mrs taylor ask read letter appear write also letter evidently drop rate know get alright comfortable wound progress mention neck first time wrong know yet side head damage back alright wrong stay night mr taylor enjoyable evening finish two pair sock mrs taylor say bazaar arrange go to-morrow morning cox bank together bye yesterday letter date 1st aug. second receive first one write yet turn lot parcel send mother ought receive hear educational book send would like building anything else goodbye present may,1917
pw240,3rd sept 1917 may news may david 18 manor road beckenham kent 3 9 dear david fifth weekly letter time really get news tell nothing happen week life flow usual – business day bazaar work mend evening maud return watchet friday evening saturday afternoon call saw flat bad take ramsden road tea maud look splendid say felt well year coastguard use take row morning evening mrs taylor tease lively hour balham go home laden flower usual mr taylor garden pack thing do well year showery whole last week spoil flower good many rose still sunday yesterday glorious day to-day helen two child come billy two day ago monster age lazy talk rather worry mother however two commence talk say three word say persistently broad irish accent though england 6 month three word say though helen know hear damn begorra mother say silly talk daddy say simply say damndamndamndamn awful lively day morning play ball afternoon keep hard work georgie make paper boat big basin water lawn sleeve roll towel front afraid boat go bottom quicker could replace little imp would fill stone morning maud come northern 10 interview lutt feel nervous take tell friend mine leave together return minute later say quite enjoy interview engage temporary clerk commence next monday close interview shake hand say goodbye strike certainly make nice like folk one item news saturday esther write kiddy littlehampton 9th 4 week try get bognor worthing place full david would go first week would go 2nd 3rd ask mrs. taylor want go say want go away know alright would rather send parcel write esther say would go romp 2 week hope able persuade mother come week believe go watford soon day hear favourite aunt anne well rush last fact girl bazaar work next room quite unknown coat finish look lovely fit helen baby tell want 15/- offer buy say worth shall finish cap to-night go make another vest hear last saturday hope post card come say get alright talk every day think continuously goodbye present may p.s forget mention manage send old office cleaner away brighton week buy poem card little piece ribbon hang ask write name back write grateful heart dear miss muggridge dear friend one friendless god reward watch dear sincere wish mary matthews. think good poor old soul gratitude sincerity put good many educate folk shame,1917
pw241,1st sept 1917 david busy life 5 karlsruhe sept 1st 1917 dear tremendously busy design house write specification build start business carry innumerable large varied contract turn thing company start profit sharing scheme employee sort pension fund etc etc combine several allied business negotiate several castle air – well start letter course word yet shall 3 4 week yet still hop limit number length letter may receive please write often please send photo leave mine valise order lose want another two day ago post card red cross geneva enquiring health presume put enquiry ear seem much doctor say day ago discharge continue long possibility hole drum remain open instead healing know expect ask question like tea shall put hand ear head one side reply eh oh yes river shall still quite since examine say little good course ear splendid work order yesterday parcel come rotterdam nothing say send butter jam coffee cocoa bacon 12 egg immediately dash canteen buy saucepan fry pan behold cook rise early morning french exercise say light fire fire consist piece charcoal tinned pineapple tin hole fry bacon upset whole lot burn finger gather piece finally fry two egg still eggs bacon coffee bread butter jam breakfast worth shall even burn finger could send book book civil engineering want one show work water foundation building dock bridge dam breakwater etc would like one illustrate show fairly small work also book builder bookkeeping office routine get good one course co. theobolds road opposite bedford row sell one one duty builder foreman one duty clerk work give particular batsford co. opposite holborn music hall give want please get money mum get another frenchman converse walk day waggle head wave arm like semaphore naval review take place physical jerk thus kill two bird one stone believe account capture nienport daily mail one paper like keep get hold publish imagine july 12 th 13 th please keep paper name appear casualty list happen see may useful enclose letter mum read little news pass might tell new sock splendid course one pair must wear 3 month get hole darn still quite alright yesterday another concert one man sang rather well end sketch absolute fooling still rather funny fellow act spendidly hope mr muggridge quite well hope holiday thoroughly enjoy long hear everything write often present dream dream expect could whisper goodbye david,1917
pw242,1st sept 1917 david captain make contact campbell david bef field post office dear taylor glad hear o.k though badly wound awful time must ill wind etc awfully nice letter mother shall always keep also two letter reply miss muggridge glad o.k know suppose smith butler gracie get away poor old heb kill tell anything jumbo munro shaw safe hear batt good condition b company dig blow however shaw safe reason jumbo safe jarman plum well cub go t.m. leave company temporarily g bgde – think best thing health would hold winter suppose would much work weather vile improve slightly nice 10 day leave since last saw pleased punch goodbye best luck ever e campbell,1917
pw243,27th aug 1917 may 4th weekly may david 18 manor road beckenham dear david fourth weekly letter hope mind type way easy censor read maud write letter postcard return writing plain letter contain much news account weekly visit balham busy office work bazaar hold aid blinded soldier sailor northern ask supply stall girl agree post receive week usually get 2 letter week maud watchet last letter sound positively frivolous – maud – evidently much well return next friday interview lutt next monday view take temporary post since germany 2 nice though short letter campbell save to-night expect finish little white woolly coat make bazaar look dainty wonder would say saw like surmise work already make rein gorgeous bell take another company fifth within last year make u busy work late afraid trouble esther two eldest child bad tonsil adenoid remove blood poison follow madeleine case well esther try take seaside far every place write full ask try luck want go unless persuade mrs taylor spend fortnight think go bye already 4 week holiday expect deserve another two guess would enjoy romp kiddy imagine build sand castle esther want commence holiday 8 th sept i. saturday morning letter 19 th july reach joy felt evidently write letter come yet one get give grand account journey belgium germany certainly sound pretty along rhine well worth visit go belgium like flat scenery miss bradford try hard persuade go rhine steamer like speak german say purser know english helper make holiday enjoyable stay one village boat pick return journey believe cargo boat carry passenger trip expensive could go balham saturday ethel get home till evening go yesterday excitement miss massey join brick go mrs taylor time go war office red cross office place glass wine come away drank health mr taylor saw tram take underground elephant castle join main line bus full mr taylor get clothes back look – say gaze gaze get woolly waistcoat shall make another would like send book anything else german dictionary instance say ear bad want know wrong back read part mrs taylor mention postcard 25 th july way arrive week sooner letter 19 th july mrs taylor still bright cheerful ever marvel everyone finish reading lord lytton strange story enjoy shall send mrs taylor book perhaps read deliciously spooky prove mind soul two distinct thing well write write next monday goodbye best wish everyone include may p.s take dream quite nice dream,1917
pw244,aug 1917 major say thanks probably aug 1917 david sister usa,1917
pw245,20th aug 1917 may weekly dispatch may david 18 manor road beckenham dear david third weekly despatch thing go usual business day gardening mend bazaar work evening business take another company make fifth within last year make u busy stay late trouble saturday heard chance get maud write make appointment 3 rd sept. come back till 31 st august watchet much good think grow fat get thin address dear vanish snowflake wonder take sleep much yet gardening potato grand success mrs taylor give u seed potato dig transplant cauliflower parsnip bazaar first letter tell ask take stall bazaar hold autumn aid st dunstan hostel blinded soldier sailor work hard one day last week one acquired company send £2.5/- towards apology smallness work similar institute edinburgh think generous mending nothing write mending groan breath murmur dreadful thing yesterday afternoon sunday go see mrs taylor find excited receive postcard date 25 th july first thing since germany refer letter write apparently postcard travel quick letter glad send allow write often hope send everything promise let see write could sleep last night feel pleased want know ear hurt bad also head otherwise deaf forget say side hurt mrs taylor think holiday full send parcel already despatch two one food one clothing would let take postcard away learn heart would like send german dictionary expect censor think letter long enough goodbye till next week may p.s since write receive letter campbell short say hear alive prove hear also fearfully busy man brick,1917
pw246,20th aug 1917 red cross david red cross david geneva aug 20 th 1917 d.h. taylor king royal rifle dear sir shall glad give news health etc wound progress well enough write perhaps fellow prisoner would sir faithfully comite international de la croix- rouge geneve agence internationale de prisonniers de guerre british section,1917
