keys,letter,year
pw242,1st sept captain contact campbell bef field 1.9.17 o.k badly wound awful ill wind mother always reply muggridge o.k suppose smith butler gracie poor heb kill jumbo munro shaw safe batt condition b company dig blow however shaw safe reason jumbo safe jarman plum cub t.m. company temporarily g bgde best health hold winter suppose weather vile improve slightly 10 since saw pleased punch best luck ever e campbell,1917
pw243,27th aug 4th weekly 18 manor road 27.8.17 fourth weekly mind type easy censor postcard return writing plain contain account weekly visit balham bazaar hold aid blinded soldier sailor northern supply stall agree receive usually watchet sound positively frivolous evidently return friday interview lutt monday view temporary since germany short campbell save to-night white woolly coat bazaar dainty wonder saw surmise already rein gorgeous bell company fifth within late afraid trouble esther eldest child tonsil adenoid remove blood poison follow madeleine case esther seaside every full luck unless persuade spend fortnight bye already 4 holiday deserve guess romp kiddy imagine build sand castle esther commence holiday 8 sept i. 19 july reach joy felt evidently grand account journey belgium germany certainly sound pretty along rhine worth visit belgium flat scenery bradford hard persuade rhine steamer speak german purser english helper holiday enjoyable village boat pick return journey believe cargo boat carry passenger trip expensive balham till excitement massey join brick red cross glass wine drank health saw tram underground elephant castle join main line bus full clothes gaze gaze woolly waistcoat else german dictionary instance ear wrong part mention postcard 25 july arrive sooner 19 july bright cheerful ever marvel everyone reading lord lytton strange story perhaps deliciously spooky prove mind soul distinct monday best everyone include p.s dream dream,1917
pw244,aug major thanks probably aug sister usa,1917
pw245,20th aug weekly dispatch 18 manor road 20.8.17 third weekly despatch usual business gardening mend bazaar business : company fifth within late trouble heard chance appointment rd sept. till 31 st august watchet grow fat thin address vanish snowflake wonder sleep gardening : potato grand success seed potato dig transplant cauliflower parsnip bazaar : stall bazaar hold autumn aid st dunstan hostel blinded soldier sailor hard acquired company £2.5/- towards apology smallness similar institute edinburgh generous mending : mending groan breath murmur dreadful excited receive postcard date 25 july since germany refer apparently postcard travel quick allow often everything promise sleep pleased ear hurt head otherwise deaf forget side hurt holiday full already despatch food clothing postcard learn heart german dictionary censor enough till p.s since receive campbell short alive prove fearfully brick,1917
pw246,20th aug red cross red cross geneva aug 20 d.h. king royal rifle sir health wound progress enough perhaps fellow prisoner sir faithfully comite international de la croix- rouge geneve agence internationale de prisonniers de guerre british section,1917
pw247,19th aug thousand karlsruhle august 19th dearest prisoner thousand short life france fade dim distant past near although 6 7 already every library camp great boon technical provide deal politics etc. mind civil engineering deal particularly water foundation wharf dock bridge tunnel sewer dam breakwater illustrate show fairly type describe scale panama canal builder bookkeeping routine corse co. theobald road opposite bedford row w.c. publish duty builder foreman duty clerk point view unfortunately title publisher batsford co. opposite holborn music hall money settle head neck practically heal discharge ear ease somewhat doctor examine improve otherwise bind business french cut youth event present frenchman use converse camp paper account capture nieuport hold publish imagine july 12th 13th happen name casualty list paper probably useful date suddenly somebody play song piano camp although play without scrap feeling music usual ragtime revue jingle sit listen tune since however discover frenchman play play pretty frequently sit listen play beethoven grieg 6 play englishman play duet frenchman sing song altogether concert regard costume wear weird uniform lose part oddment english french german dress hot shirt pair short towel something similar nobody collar tie lucky lose mine arrive minus cap frenchman appear glory french tommy cap correct wear ear decided rakish appearance enclose pass address enclose cherub mother forward poor kid kill limit number receive although month 4 card 6 side per mrs. muggridge easy end then—-,1917
pw248,13th aug cucumber blue tape 18 manor road 13.8.17 9 instant future monday contain account august bank holiday weekend spent balham mention bazaar help relate arm usual bright ill. sleep badly watchet muriel esther account mary madeleine adenoid tonsil remove child ill afterwards madeleine case blood poison set able swallow four recover bognor september palace draft every past child daily short campbell live land dream dream world dream future happy happy doubt catch early spend gardening knitting cucumber plant hardly success eight cucumber big barely 1 ½ inch grow something wrong tie plant pale blue tape encourage grow clothing together happy massey three hardest till 8.0 bus plough bring huge bouquet white red phlox saw garden huge bloom sheet dazzle white type easy censor hard forward postcard ever,1917
pw249,9th aug domestic affair 18 manor road kent 9 8 17. massey former bright pretty address domestic affair add allow four card month balham doubt mother often german dictionary imagine pleased able felt miserable cease distinctly felt cheek mine heart everything right end journey balham till tuesday massey three monday august bank holiday richmond midday bus glorious everywhere pack spend terrace garden job seat knit use tongue finger river sun river enticing remember meadow near river edge partly water recent rain thames rise 6 foot tea park packed terrace impossible bus return 8 0. massey holiday jolly strong mrs. marvel surprise everyone excellent spirit sept. fortnight likely worthing everywhere packed watchet somerset quaint old-fashioned seaside close minehead school-girl apparently somewhat annoys shill church everyday hour meditation approve door moreover high church sleep otherwise brother charlie across move new flat abbeville road big bazaar autumn aid st. dunstan hostel blinded soldier sailor northern supply stall hard help others branch reply already pair rein 5 bell luck knit white woolly coat child cap match tea cloth plenty crotchet promise article school art needlework plague friend include pleased something church bazaar november knock arm ago bursitis housemaid knee elbow painful swollen arm sling crotchet doctor chief pleased late nearly 5 0.,1917
pw250,1st aug beg fanny copy received 4 sept karlsruhe aug 1 st everything 7 8 least comfortable head neck along although ear somewhat troublesome camp nearly fortnight early others doctor overcoat british warm overcoat remember need although pretty warm clothing later beside eat soap vaseline tin meat fish biscuit glove weekly telegraph july 5 12 inclusive paper name appear casualty list possibly need return beg entirely present help address da,1917
pw251,19th july germany karlsruhe july 19 2/ lieut d.h. tayl,1917
pw252,17th july food fanny copy fanny copy july 17 copy receive address 2/lieut h tayl,1917
pw253,14th july battle capture absendung = july 14 report worry happen receive card prisoner 10 july impossible position river behind cross bridge smash cut completely whole battalion lose either kill prisoner 10th wake 4 hour sleep duty eat straight line shell heavily heberden relieve distance trench along shell burst blow trench bury 4 5 heberden apparently dig shell blow leg crawl cross strip naked hole chest dead heberden wit indeed field bandage unfasten hopeless leg hit chest touch doctor agree best rushed headquarters telephone doctor dugout although doctor operate die dugout line behind line 5 dugout outside entrance german line able attack shelling become heavy dugout protection chance mean practically certain death remain agree dugout heberden dead wound dress doctor shelling terrific lucky dugout hit together sergeant something trench help matter great deal dugout shell burst behind forceably assist land heap collect hit fragment left ear head bind 10 decide trench awful state blow climb top every yard headquarter dugout blow piece evidently battalion headquarters part journey half knock shake pretty although otherwise touch finally colonel anybody knew answer question difficult pretty state deafen explosion various lay suppose sleep faint something remember wake number stand none surround german rear immediately distance separate rest group capture german naval mess number naval stand treat decently offer mineral water speak english finally cellar large hotel middle town distance behind line paper early town hour meal bread coffee finally large barrack outside town meal glorious bath whilst bath discover splinter drive shell 4 left arm knee felt guess practically scratch fill splinter something rabbit hit shot gun fairly comfortable town town hall town present address reach final destination allow 6 page fortnight card portion portion fit orrible detail worry probably brigstock settle account £20 cheque present heberden probably become live cheltenham address pretty lot present none except stand add pretty ragged especially clothes pretty tear barbed wire line add yard yard bandage wound around head neck collar tie 5 growth chin portrait present forget hospital head dress doctor piece wood ear bit deaf pour stuff ear clean suppose anyway patch bath clothes steam fumigator clothes dirty appearance dirt right although clean gather number prisoner dugout blow bury although manage hit previous photo valise case happen arrive worry — lost,1917
sh001,27th 1919 crystal palace sheerness thursday 27 1919 darling detail naturally kit pack sent station trot paper demobilisation everything ready apply vacancy dispersal camp ought permit tomorrow certain considerable amount experience bring nearer mean crystal palace whether search record accord fellow procedure hour provide crowd darling somersault kiss hand c.o orderly early breakfast 10 clock mount new guard funny guard half discharge hospital kit rugeley exactly matter stand head wave foot felt highland fling benefit restrain case somewhat ordinary cause misunderstand goodness sake hard indigestion care amuse aunt visit poor kiddy life however georgie glove later tomorrow name list others 12 mess hold readiness early demobilisation tomorrow order publish tomorrow tomorrow either wire telephone darling,1919
sh002,26th 1919 gleam sheerness wednesday 26 1919 darling wednesday demobilisation wonder hang promise dress three april second big job lutt keen bring thursday later darling always suppose army present hint line hardly contain sit nearer job heaven salary suppose element affair parish thumb funny business desperately interested affair usual buy child forest marryat canon residence possible force buy orderly tomorrow clear weekend weekend necessary able sleep decently 6.30 demobilisation detail rugeley ought gleam paper strike fellow holzminden lot food holland month hard knock darling,1919
sh003,25th 1919 sheerness tuesday 25 1919 darling suppose madden wait around set idiot hand fool suppose worry cold lutt case chance job hard fag help indigestion bit able sleep indigestion suppose breakfast 6 7 mile view picturesque scenery delightful isle sheppey wording result falmouth guide kill remove impatience hump fine windy windy walking pleasant dusty however stick sheerness lounge mess strike likely settle interfere happen later happen sit fire doze dreaming wishing always alone canon residence darling tomorrow,1919
sh004,24th 1919 tale sheerness monday 24 1919 darling false alarm least semi false alarm 11.15 straight along adjutant brigade major tuesday wednesday tale brigade major detail unofficially officially sorry tale stir least bit certain army hop hop tuesday wednesday afraid lot wicked word consolation wait darling bit headquarters rugeley name promotion mean extra money remind move rugeley apparently wire accommodation comfort later barrack sit fire booklet falmouth least bit fell asleep middle cold blow gale need reckoning oh arrange perhaps wednesday kiss,1919
sh005,21st 1919 sheernastyness sheerness friday 21 st 1919 darling prospect weekend probably guess however happen prevent case usual definitely ought clock guide description sheerness describe number expressive adjective name sheernastyness late tale rugeley nobody prospect sheerness imagine rugeley rate able run present always forward fairly early cold head headache sleep pretty except wake twice short commanding mess list army occupation demobilise allow sound hopeful ever since usual sit fire canon residence third cold warm fire large however manage fire carefully coal supply limited allow fire quarter careful catch cold hard somehow spite rugeley rumour felt less humpy feeling shortly wont whole month ever afterwards,1919
sh006,20th 1919 feast sheerness thursday 20 1919 darling 10 clock mess order practically consist along billet landlady bring cup cocoa sit eat orange beauty drink cocoa feast cuddle close asleep loyal trusty railwayman strike late big job early balham stand chance along consequence crowd rugeley order billet barrack number empty however deal worse railway strike useless likely happen headquarters hold readiness case trouble boy however perhaps station although necessary scarcely railwayman consequence treat lecture commanding allow court martial directly obey order wrong hung anyway important weekend recall quarter barrack spent partly guide falmouth partly sleep victoria wave wave watch bookstall lose lecture robertson interesting return remind darling big hug kiss thanks,1919
sh007,18th 1919 sheerness tuesday 18 1919 darling else play wake pretty early lay imagine badly happen friday weekend possibly thursday misjudge billet sheet dirty dinner change clean fire burning comfortable landlady bring cup tea demobilisation everybody wait moment moment suppose later party surbiton tomorrow wednesday run along telephone sometime billet fowey dreamed dream tomorrow,1919
sh008,17th 1919 sea view terrace sheerness monday 17 1919 darling fairly comfortably station eventually arrive 2.30. along report straight demobilisation order wait list volunteer germany approve arrive batch demobilise heaven depend however fill four different form presumably ready moment notice least list mess demobilise immediately order along name suppose possess soul patience big effort billet bedroom sitting open grand name sea view terrace name window upon sea wall sea wall sea however satisfy clean later tea garrison artillery restart demobilise certainly hopeful command shortly tea meet capture since pretty queer flu germany believe fellow shortly least possibility darling cheerful forward tomorrow,1919
sh009,6th 1919 sicken sheerness thursday 6 1919 darling sorry mean hard muriel breakfast along quiet spot begin dream dream wake fact cold end end field water wet across battalion meantime rugeley many interested anyone report headquarters 12 clock name class whether volunteer army occupation consist information happen regard demobilisation business likely headquarters name move billet barrack rush forward fill billet prefer jones swansea claim state allow regulation permit £6 lodge money wonder claim splendid weather instead sheerness infinitely awake sleep possible lie awake later along demobilisation demobilisation feb 15 application begin apparently discharge unfit demobilise thought sicken hang happen suppose lucky rugeley least possibility none rugeley darling forward tomorrow,1919
sh010,5th 1919 behind dave sheerness wednesday 5 1919 darling everything upside battalion cannock chase tomorrow remain together number demobilisation six tomorrow country begin billet everything comfortably everyone tomorrow almost behind less hut mess together tremendous crowd suppose wont many tomorrow darling,1919
sh011,19th feb 1919 route dave sheerness wednesday 19 feb 1919 darling wet caught cold possibility level late mind probably suppose ought barnett thank offer believe germany manage enough without anyone hint case care hint lady film land brain marry wake asleep gently hum ear london surbiton friday able meet catch likely surbiton manage along telephone hitch arrangement nearly everyone except certain job job regard possible catch 9.35 london bridge 12.8 straight card fail catch 10.20 holborn 1.37 slater poultry usually suddenly wire case balham weekend likely likely since amount three party boy school certainly mile hut ½ mile mess lot nonsense search light along every hundred yard guess pretty brilliant holzminden lucas offer buy valise demobilise camp sleeping bag sell whole lot later 30 40 route gentle hour begin hard lucas invite tea hop quickly enough mind ought,1919
sh012,17th feb 1919 sir francis younghusband sheerness monday 17 feb 1919 darling fearfully tomorrow mess order lecture local cinema 10.45. naturally wait minute show picture usual type wild west comedy lot cowboy race horse showing pistol light pause begin yell film recent event show king opening parliament pause yelling comedy represent drunken husband early hour wife shake however general introduce sir francis younghusband lecture experience army indian frontier exploration interesting slide show country chiefly picture mountain apparently ago russian tribe win across mountain russian troop cross india younghusband 6 job possible road use russian succeed win native chief later expedition clear chief brother since build road tribe protection meet russian calmly russian invade india anxious otherwise perfectly friendly meet anyone ran separate within minute four france together kill fairly early push third meet apparently hospital internal trouble operation ever since army regular job sheerness since november wife meet holzminden holland april wife kiddie regular promote rank probably demobilisation part spent fill form claim various allowance amount something £50 glorious pour rain sea fog throw constant wailing sea lightship buoy honeymoon sheerness billet drown sorrow 7 novel jean forget hug badly hard p slave late fag entirely,1919
sh013,16th feb 1919 earn salary sheerness 16 feb 1919 darling bit early order sooner later mean early foggy except sea otherwise fine except wretched delay smash muggridge cold rid quickly impudence demand apparently ungrateful imagine injury earn salary church parade company appear breakfast along sea pleasant misty incline rain order add webber martyr enclose copy reply original case answering advertisement refer imagine romford remember mention pitt pitt evidently however effectively difficulty need possibly case notice offer employment writing submit demobilisation suppose order assist case qualification sufficient however reply square lodge subscription remain non-dining member list present worth full subscription unsettled state always transfer town member list pour rain whole 5.30 wake 7 close imagining bit real,1919
sh014,15th feb 1919 army occupation sheerness 15 feb 1919 darling saw doctor total amount earn money heart strain serious breakfast case surprise tomorrow chatter wonder describe ceremony full dress present church busybody ever attach company crowd consequence understand monday suppose something nobody earn money study allowance regulation allowance claim run demobilisation name headquarters late paper demobilise order order many require army occupation fine along sea doctor sit wait tomorrow,1919
sh015,14th feb 1919 sheerness 14 feb 1919 friday darling trouble fortunate report adjutant colonel z15 form sign fellow architect surveyor reply need fill form fix demobilisation along list straight upset fact join artist february 1916 fact otc 1915 right colonel sanction possible billet list six name lot however large large sofa arm chair wanting care sheerness nearly enough hang hour adjutant along sea wall kill sea fog quarter mile brilliant nobody everybody apparently football match trouble bring together valise need army everything alter many barrack billet infinitely prefer mess large enough subalterns fry separate mess use ymca hut freer senior stand aside score billet 10/6 allowance 21/- something army soldier tomorrow doctor ring wont tomorrow leaf 7 clock catch wont mind,1919
na_uk_01,welsh matter hour eight call camp suppose call distinguish work road making rifle artillery fire 7 clock yesterday morning 9 clock fairly bad narrow smelly pot turn eight really enough strenuous work even turn ready turn alarm country really pretty hill valley south wale brook river rain hard month year usually next rainy season although gloriously sunny something wrong really healthy look fly something heat unburied dead body million million fly everything put cup tea without cover immediately cover dead round mouth directly open speak eat pop game net course worry medicine plenty bully beef army biscuit bread fresh meat luxury possible buy anything must man land house building kind except fly living thing green canary lizard live dugout build reverse side hill hole really comfortable bit digging waterproof sheet proof mean sleep first knock completely pitch right fortunately home another must try photo let must mess dugout everything name regiment responsible making taking instance road camp call new bedford rd ridge occupy call army map bedford ridge fill colour map find advanced lot stand ridge possible lot country hold nothing wildly excited position strengthen possible another attempt push whole thing steady progress something might happen suddenly hope big ship bombard fort heavily cruiser monitor etc stand bay help land battery flash wait boom shriek passing head almost together look round quickly burst sometimes explosion first aim bang explosion late way officer lay flat back without hurt except dignity farther six bury without injure always though bathing find beach full view enemy fire appeal nervous never keep close together ten yard undress swim hope turk consider man worth price casualty keep close together wash teacup week worth bit risk rid dust smell feel look clean really best bathing ever water warm clear hospital work do board ship stand bay case serious lengthy transfer hospital ship call daily either base back england land troop spite fact fire possible man way back wound ship buy base without ever land grand voyage officer either stateroom 1st class cabin food mostly ordinary cruise india australia wherever cruise call usual cabin steward waiter attendance difficult remember exactly pleasure trip enjoy weeks kind regard sincerely h.w cronin lieutenant act captain others back hospital,1915
na_uk_02,nic boyce thanks interesting wonder someone office many thanks wish congratulation marriage convey wife sure thank little experience start mysteriously sunday devonport captured liner derflinger bad boat warrant officer 2nd class quarter right food fair submarine picket every four company light seven half past stole gibraltar fog torpedo reach malta due course skirt north african coast spend ashore drink need hot alexandria ashore every bad course low except route march saturday movement keep secret find do division push port sudden receive order sail soon find gallipoli pass aegean sea full pretty island hour reach lemnos naval gun could booming run magnificent harbour full shipping life push imbros 4½ mile sulva bay afternoon treat naval shelling achi baba really side peninsula shoot hill mountain fine sight many chap sick sunday 9/8/15 ship anafarta bay new landing effect 900 round four ration man carry dump side lighter type flat-bottomed barge 7am short journey boom defence ashore wait something turn bivouac beach put unload lighter till 10 turk spot start kill four wound start lose wound although naturally cover could near whilst timber hold lighter manage dodge right company receive order pick shovel firing five mile away half way chocolate hill nic 10th soon thick advance across salt lake extended order rifle fire dodge many chap hit rather seriously since find glad foot hill push deliver feel dark guide lead single file behind firing lay bullet whistle round manage escape enemy yell worth glad captain order beach hour reach reinforce firing next 6pm nearly thing do dark view advance across lala baba heel nearly raw new boot eventually fortnight later right hill burn furiously many chap caught flame perishing regiment finish rather feathered bed find company til next parch heat water dry dig light job hide ostrich til hole large enough head cover,1915
na_uk_03,lack many thanks photograph receive saturday six photo similar position– khaki picture together lasting memento little spare since train company drill mixed route march physical drill semaphore knot tie frog jump etc able town saturday others order overseas service wait proceed pop town seem question number alphabetical order order fully equip enclose  postage photograph print might save afraid spoil mine bent overcoat pocket saturday please remember office n. boyce,1915
na_uk_04,bert let alright hop present dugout weather simply awful rain especially night…to truth wet skin dry thing change winter fur coat gum boot latter cause curse imagine instance select dugout platoon number 37. pitch dark light allow strange honestly fell least 20 smother mud head foot top wet though rain torrent round inspection morning comfortable blind hill dale sergeant sergeant live put dampener lot language occupier unfortunately residence fell shelter tree 2am look half hour could find thing shift settle may call jack johnson option week john knee water gum boot half full bit quiet lately shelling use give idea sit paddington engine screech stretch shall look forward short nearly month stand chance must conclude…yours sincerely jack symons p.s every home near camp estaminet small french café sell call beer drop beer give stuff best awful muc,1915
na_uk_05,hunt please accept convey gentleman best thanks state express cigarette fine oh picnic 10 except rain almost steadily result mud mud yet mud knee deep luckily top boot wear mud worry except foot cold ice issue fur jacket keep body warm whole countryside cover snow moving object distinguishable distance instance morning duty gun could walk road away behind several burst gun range damned mad blighter able lay realise power seem possess handle maxim personally feel could lay whole army fire couple thousand round every fritz keep quiet try find gun maxim succeed kind regard everybody sincerely gilbert williams,1915
na_uk_06,might merry bright hearted yet hunt receive card alright must thank longmoor sign move cook mate work hard xmas sapper hodges,1915
na_uk_08,model way fairly safe connect communication commanding officer house white sandbag fit window curtain window box pansy furnish table chair large mirror course occasion affair imagine town planning model dwelling etc show soldier adapt circumstance back ripen corn plenty wildflower bloom canary cage use miner test air mine explosion possible finish job censored capture short ago stay keep busy sandbags etc course especially watch enemy reserve support fatigue work do every carry food ammunition material engineer etc firing guess nothing continual bob work odd job,1915
na_uk_09,hunt many thanks welcome volunteer interesting news friend office standew receive doubt acceptable beaumont seem best saw williams hull week ago small town near course seaforths argyll regiment always move together meet often glad section empire fast become thing past hope survivor allow keep flag fly wanderer return firing several four different besides support others call mobile division account gipsy life france turn firing six six reserve exciting quiet month occupation british explode mine working near prevent blow wake follow saturday retaliate open rapid fire early morning however ready quickly reply bombard least noisy business eventually cease rapid firing quickly process follow another shelling gun put stop whole affair hour ten minute although believe attack intend opposite put order parapet blow yard near burst amongst lot beef tin scatter content direction besides bottom litter hundred empty cartridge proceed boiling water tea show hun smoke hundred yard separate always case bob enemy shot find cost smash top glass periscope within half hour morning present division friend erect wee bivouac apple tree farm cosy fine weather rain hard several hour beat hasty retreat barn plenty fruit water supply bad sunday morning enjoy first hot bath since arrival disused brewery turn bath troop clothing wash disinfect kilt iron fifty tub provide wash large vat fill cold water plunge afterwards stripe yet study signal lately soon signal section must close away hop taylor woodhams keep kind regard sincerely frosty,1915
na_uk_10,gerald many thanks somewhat surprise news fresh anybody office seven awful reserve put firing part attack heavy bombardment sorry many casualty thirty five kill hundred thirty eight wound assure experience shall never forget anyhow williams kemball safely frost course battalion 8th argyll sutherland highlander brigade matter fact firing receive slater yes chamberlain jolly sad dick james might pass news shall glad could wee bit tired seven sincerely fred hull p.s course address remember,1915
na_uk_12,effie pleased receive find correspondence voluminous especially since duty platoon sergeant realises first action twenty four consecutively shall keep dirty yesterday morning dodging damn great bomb blighter present without exaggeration eighteen inch foot hole ten foot deep fifteen foot diameter least wait burst descend air scoot far possible round corner iron dirt seem fall minute afterwards disturb dicky gilson twenty four break glass buy new doctor work oracle behind transport whether work ticket properly safe job far back blame nerve shocking state brood lot absolutely fatal dirty job either frost kemball seem meet anybody fresh always district relieve crowd generally pal french opinion scrap jolly except isolated instance give undue prominence chap prejudice probably casualty certainly enormous lot week form opinion list allow thought doings lately cronin 5th bedfordshires yet likely probability wish could repeat swim performance penarth specially wednesday evening rumour give shortly rely offer commission battalion may paper satisfactorily kindest regard wish mrs lewis pal billy,1915
na_uk_13,hunt many thanks interesting pleased receive sorry unable answer constantly move another lately opportunity pleased feel fit enjoy life attach 4th division station small village live tent station six week week ago transfer another eighty mile travel motor lorry supply column 7.30am till 9 clock evening journey glorious trip scenery fine almost office outing comfortable travel put small village sleep lorry empty petrol can bed next morning railhead station yesterday week sleep tent fortunate enough meal post office staff cook yesterday afternoon tea pack thing catch train another railhead charge a.m.f.o division usually man attach division rather large order twenty mile 5 clock till 9pm french train rapid attach 51st highland division division williams number lot today shall probably move another village surprised pritchard death crossley dead glorious weather present hot glad soft section pleased collection photo troop round office certainly photo later receive yet ferdie gray photo longmoor group six unfortunately copy away ferdie gray base believe arthur smith railhead somewhere news present later photo kindest regard sincerely m.p pond,1915
na_uk_14,"bertie let life doubt several office past month detail except exceedingly fortunate india short shall never forget trip khyber pas since scene hard fighting consequence hurriedly move fyzabad rawalpindi readiness reinforce scarcely credit feeling disappointment exist among british regular regiment india order france share war feeling exist territorial dragoon week ago replace heavy casualty among norfolk regiment gulf hot weather commence latter part april many british troop possible always hill almost unbearable plain fortunate enough march climb 8,000 foot never wild stretch imagination ever dream soldier himalayan mountain kuldana although 8,000 foot low himalaya bungalow situate edge steep precipice lovely view word fail describe perfect mixture devonshire scotch alpine scenery although seemingly mile high snow clad range full view 100 150 mile away 1½ mile trek sergeant mess beautiful scenery lovely wild rise bush climb giant pink tree smother rose maiden hair fern kind pretty flower wood climate perfect lovely english summer weather delightful mountain breeze heat india distress least even arduous march feel splendidly fit trust shall continue end gaiety married family yorkshire regiment live barrack charge regiment remain behind pindi bite death almost mosquito cinderella dance week whist drive racquet tennis party enjoyable wish may eileen could aeroplane trip hour rip glad call promised visit month ago home awfully glad drop card boy fancy 10 month ago today since camp lot transpire since 8th middlesex 12 month ago lose heavily france funny join 6th east surrey pass gibraltar first way india whole enjoy life india immensely act company sergeant major promote rank shortly tommies trust fit remember stacey sincerely h. beaumont",1915
na_uk_15,wheeler let whereabouts fifth sunday sea southampton thursday october 29th shortly midnight convoy ten huge liner 1700 2000 territorial troop board assemble english channel early next morning escort british warship far first port call- malta french warship port stay proceed suez canal lay port suez six wait another escort red sea aden stay four wait japanese escort arrive bring immense convoy 80 huge liner transport fill new zealand indian troop addition convoy thirty five vessel suez whilst lay may truly sing britannia rule waves. delightful interesting voyage weather hot hundred troop compel sleep deck nightly heat great land case fever aden fortunately appear spread far reach bombay wednesday next december 2nd four train journey fyzabad distance north lucknow shall glad five week board crowd troop ship little opportunity exercise rather irksome especially daily paper little wireless war news occasionally glad wonderfully fit food wholesome plentiful trust best wish happy christmas possible prevail war condition prosperous new year due course please convey messrs wood welsh davis others hop termination successful conclusion war believe faithfully h. beaumont convey respect price please,1914
na_uk_16,arthur wonder awful effort correspondence active service enjoy awfully hot eat million fly life picnic either four five eight nine suppose work party dig etc. wherever always fire camp four kill seventeen wound fire month strain tremendous nerve troop france bad comfort home country barren buy anything shop give quid pint beer club food consist half loaf bread per bacon tea breakfast bully beef biscuit dinner jam tea cheese lime juice serve four per week drop put dixie water cup full serve per man rum serve twice week sometimes four table spoonful live mercy rain otherwise wash away fighting lately terrible knock enemy way sight awful wear respirator awful smell dead never sight eye everlasting nightmare spar home able possibly word fail describe thing nice walmer enjoy billy dawson richardson seem lot french troop seem relief nobody love churchill nobody pet army first except work do naval division brother commission 4th bedfordshires dovercourt wife box stuff receive box fear transport flounder sunk another torpedo box awfully disappointing look forward bit chocolate biscuit home cigarette baccy serve hot smoke miss bath biscuit tin without wash use dirty club emmie paice looe year spend holiday lord holiday tired give anything away continual banging please remember fellow office miller goff hill george williams boy generally separately detail experience must wait back ever sometimes despair paper pretty full account although rather anticipate event advance must close chap thank kindness wish best sincerely harold watt,1915
na_uk_19,sir france fortnight army food plentiful course find life rougher use fine experience longmoor camp week equip put elementary drill sleep big hut sack straw blanket hut call apple pie mile camp six every morning order march parade camp parade 7.15am morning hour drill breakfast 11pm arrive longmoor 31st march consequently straight hut light provide fish bed dark fortunately moonlight lantern bring glad next morning six march camp inspect sergeant major wait breakfast roast sausage chief item menu amazement knife fork supply us…well thing convey sausage mouth finger near thing knife fork pair nail scissors use personally whether feel shocked laugh situation end latter audit fellow table laugh could eat hopeless situation let discourage anyone warn bring knife fork first issue kit treasure knife fork across mail boat hantonia southampton havre  sleep hut dock sleeping accommodation audit fellow able keep together till saturday pond different railhead 3rd corp railhead travel horsebox travel manner saturday sunday monday french shunting severe shake saturday sunday 30 truck monday 17. fortunate enough every town stop tuesday another young fellow strand station somewhere france instruct military authority sleep shed sleep deck shed shunting limit arrive finally destination midday wednesday live truck small french station sapper lieutenant deal chiefly gift comfort troop country railhead seven mile firing gun star must ask kindly excuse pencil pen ink mind let treat whole statistical department please sir kind regard obediently arthur smith,1915
na_uk_20,mother particularly nasty period wednesday sunday morning 5am artillery commence bombard 20 minute elapse parapet goodness reception hun store simply sweep ground machine gun fire shrapnel poor c coy catch hot neuve chapelle seem fleabite compare find impossible advance quarter dig awaited event horrible suspense seem man untouched around personally acquaint man matter bad fact wrong call mostly mere boy early afternoon hail whether possible back reply affirmative decide run risk pot way commence crawl stomach yard parapet spring rush headlong top nearly spoil feature happen relieve afternoon fellow nightfall experience another bombardment billy hastings fit pal since information illegible report shall soon wicked true must surely bad lot terrible thing lusitania many american aboard imagine trouble receive box date 6th thankful everything censored regard pad mask cotton pad serve gas mask serve spot consist piece gauze tape steep solution bicarbonate soda prior charge lose belonging except gillette razor glad toilet requisite next parcel trouble towel perhaps frank shave brush must close love affectionate son dick,1915
na_uk_21,nearer front move tuesday march course do present billet farm remains large village ¾ mile north nearer belgian frontier awfully desolate spot constantly fire morning try sleep grass burst tree fifty yard away shower leaf ground fortunately hit another burst field ten minute afterwards shift barn number dugout around cold might bury inside farm vile lot stagnant water around lot soldier bury barn sleep improve strike roof ventilate absence smell inside bad nearly necessary wear respirator rat seem object company often free fight top first experience return billet morning din simply awful lately big gun give enemy bean every glad casualty although rifle fire especially left attack indian troop british gun fire simply terrific reply fine watch flash gun back although screaming overhead first rather scar least however news part front cheerful encourage yesterday across indian soldier could speak english another month war officer capture near could hope remark prove correct church practically demolish wall tower standing churchyard bad state great hole bone expose hole water sufficiently deep drown anybody great stone vault open coffin body course inhabit except soldier big house plenty carved furniture picture fitting etc remain garden roses bloom great number home must close hope keep thank wish sincerely s. frost,1915
na_uk_22,nic first must thank others kind sympathy regard brother sam felt home great shock parent naturally help kill cause suppose bedford early sunday 18/7/15 lovely trip firm keyham laden glad aboard berth comfortable warrant officer sergeant troop deck none comfortable jog along alright first part voyage sea quiet pass gibraltar fog skirt coast algeria pleasant run malta stop full high official ashore hour include mention troop ship refrain hell lot next stop alexandria another look round include route march battalion sea fairly rough end rather surprising lovely colour light blue dark light 8.00 perfect darkness twilight speak dark 7.30pm wonder eventually reach port stop ashore dardanelles reach tonight kit behind egypt stand pass aegean sea full rocky island highland scotland bullen lose helmet side otherwise best health present hope alright marry week lot thing common occurrence boat captured liner full greek crew portuguese throw mixed lot especially welsh aboard thing office away nearly year shall glad keep touch must close mail collect land sincerely george,1915
